,sent_id,filename,sentence_nr,token_nr,word,label,POS,lemma,hasPrefix,hasSuffix
84,ba01_4,baskervilles01,4,0,Just,O,RB,Just,False,False
85,ba01_4,baskervilles01,4,1,under,O,IN,under,True,False
86,ba01_4,baskervilles01,4,2,the,O,DT,the,False,False
87,ba01_4,baskervilles01,4,3,head,O,NN,head,False,False
88,ba01_4,baskervilles01,4,4,was,O,VBD,wa,False,False
89,ba01_4,baskervilles01,4,5,a,O,DT,a,False,False
90,ba01_4,baskervilles01,4,6,broad,O,JJ,broad,False,False
91,ba01_4,baskervilles01,4,7,silver,O,NN,silver,False,False
92,ba01_4,baskervilles01,4,8,band,O,VBP,band,False,False
93,ba01_4,baskervilles01,4,9,nearly,O,RB,nearly,False,False
94,ba01_4,baskervilles01,4,10,an,O,DT,an,False,False
95,ba01_4,baskervilles01,4,11,inch,O,NN,inch,True,False
96,ba01_4,baskervilles01,4,12,across,O,NN,across,False,False
97,ba01_4,baskervilles01,4,13,.,O,.,.,False,False
98,ba01_5,baskervilles01,5,0,``,O,``,``,False,False
99,ba01_5,baskervilles01,5,1,To,O,TO,To,False,False
100,ba01_5,baskervilles01,5,2,James,O,NNP,James,False,False
101,ba01_5,baskervilles01,5,3,Mortimer,O,NNP,Mortimer,False,False
102,ba01_5,baskervilles01,5,4,",",O,",",",",False,False
103,ba01_5,baskervilles01,5,5,M.R.C.S.,O,NNP,M.R.C.S.,False,False
104,ba01_5,baskervilles01,5,6,",",O,",",",",False,False
105,ba01_5,baskervilles01,5,7,from,O,IN,from,False,False
106,ba01_5,baskervilles01,5,8,his,O,PRP$,his,False,False
107,ba01_5,baskervilles01,5,9,friends,O,NNS,friend,False,False
108,ba01_5,baskervilles01,5,10,of,O,IN,of,False,False
109,ba01_5,baskervilles01,5,11,the,O,DT,the,False,False
110,ba01_5,baskervilles01,5,12,C.C.H.,O,NNP,C.C.H.,False,False
111,ba01_5,baskervilles01,5,13,",",O,",",",",False,False
112,ba01_5,baskervilles01,5,14,'',O,'','',False,False
113,ba01_5,baskervilles01,5,15,was,O,VBD,wa,False,False
114,ba01_5,baskervilles01,5,16,engraved,O,VBN,engraved,False,False
115,ba01_5,baskervilles01,5,17,upon,O,IN,upon,False,False
116,ba01_5,baskervilles01,5,18,it,O,PRP,it,False,False
117,ba01_5,baskervilles01,5,19,",",O,",",",",False,False
118,ba01_5,baskervilles01,5,20,with,O,IN,with,False,False
119,ba01_5,baskervilles01,5,21,the,O,DT,the,False,False
120,ba01_5,baskervilles01,5,22,date,O,NN,date,False,False
121,ba01_5,baskervilles01,5,23,``,O,``,``,False,False
122,ba01_5,baskervilles01,5,24,1884,O,CD,1884,False,False
123,ba01_5,baskervilles01,5,25,.,O,.,.,False,False
124,ba01_5,baskervilles01,5,26,'',O,'','',False,False
125,ba01_6,baskervilles01,6,0,It,O,PRP,It,False,False
126,ba01_6,baskervilles01,6,1,was,O,VBD,wa,False,False
127,ba01_6,baskervilles01,6,2,just,O,RB,just,False,False
128,ba01_6,baskervilles01,6,3,such,O,JJ,such,False,False
129,ba01_6,baskervilles01,6,4,a,O,DT,a,False,False
130,ba01_6,baskervilles01,6,5,stick,O,NN,stick,False,False
131,ba01_6,baskervilles01,6,6,as,O,IN,a,False,False
132,ba01_6,baskervilles01,6,7,the,O,DT,the,False,False
133,ba01_6,baskervilles01,6,8,old-fashioned,O,JJ,old-fashioned,False,False
134,ba01_6,baskervilles01,6,9,family,O,NN,family,False,False
135,ba01_6,baskervilles01,6,10,practitioner,O,NN,practitioner,False,False
136,ba01_6,baskervilles01,6,11,used,O,VBN,used,False,False
137,ba01_6,baskervilles01,6,12,to,O,TO,to,False,False
138,ba01_6,baskervilles01,6,13,carry,O,VB,carry,False,False
139,ba01_6,baskervilles01,6,14,--,O,:,--,False,False
140,ba01_6,baskervilles01,6,15,dignified,O,JJ,dignified,False,False
141,ba01_6,baskervilles01,6,16,",",O,",",",",False,False
142,ba01_6,baskervilles01,6,17,solid,O,JJ,solid,False,False
143,ba01_6,baskervilles01,6,18,",",O,",",",",False,False
144,ba01_6,baskervilles01,6,19,and,O,CC,and,False,False
145,ba01_6,baskervilles01,6,20,reassuring,O,VBG,reassuring,False,False
146,ba01_6,baskervilles01,6,21,.,O,.,.,False,False
147,ba01_7,baskervilles01,7,0,``,O,``,``,False,False
148,ba01_7,baskervilles01,7,1,Well,O,RB,Well,False,False
149,ba01_7,baskervilles01,7,2,",",O,",",",",False,False
150,ba01_7,baskervilles01,7,3,Watson,O,NNP,Watson,False,False
151,ba01_7,baskervilles01,7,4,",",O,",",",",False,False
152,ba01_7,baskervilles01,7,5,what,O,WP,what,False,False
153,ba01_7,baskervilles01,7,6,do,O,VBP,do,False,False
154,ba01_7,baskervilles01,7,7,you,O,PRP,you,False,False
155,ba01_7,baskervilles01,7,8,make,O,VB,make,False,False
156,ba01_7,baskervilles01,7,9,of,O,IN,of,False,False
157,ba01_7,baskervilles01,7,10,it,O,PRP,it,False,False
158,ba01_7,baskervilles01,7,11,?,O,.,?,False,False
159,ba01_7,baskervilles01,7,12,'',O,'','',False,False
160,ba01_8,baskervilles01,8,0,Holmes,O,NNP,Holmes,False,False
161,ba01_8,baskervilles01,8,1,was,O,VBD,wa,False,False
162,ba01_8,baskervilles01,8,2,sitting,O,VBG,sitting,False,False
163,ba01_8,baskervilles01,8,3,with,O,IN,with,False,False
164,ba01_8,baskervilles01,8,4,his,O,PRP$,his,False,False
165,ba01_8,baskervilles01,8,5,back,O,NN,back,False,False
166,ba01_8,baskervilles01,8,6,to,O,TO,to,False,False
167,ba01_8,baskervilles01,8,7,me,O,PRP,me,False,False
168,ba01_8,baskervilles01,8,8,",",O,",",",",False,False
169,ba01_8,baskervilles01,8,9,and,O,CC,and,False,False
170,ba01_8,baskervilles01,8,10,I,O,PRP,I,False,False
171,ba01_8,baskervilles01,8,11,had,O,VBD,had,False,False
172,ba01_8,baskervilles01,8,12,given,O,VBN,given,False,False
173,ba01_8,baskervilles01,8,13,him,O,PRP,him,False,False
174,ba01_8,baskervilles01,8,14,no,B-NEG,DT,no,False,False
175,ba01_8,baskervilles01,8,15,sign,O,NN,sign,False,False
176,ba01_8,baskervilles01,8,16,of,O,IN,of,False,False
177,ba01_8,baskervilles01,8,17,my,O,PRP$,my,False,False
178,ba01_8,baskervilles01,8,18,occupation,O,NN,occupation,False,False
179,ba01_8,baskervilles01,8,19,.,O,.,.,False,False
180,ba01_9,baskervilles01,9,0,``,O,``,``,False,False
181,ba01_9,baskervilles01,9,1,How,O,WRB,How,False,False
182,ba01_9,baskervilles01,9,2,did,O,VBD,did,False,False
183,ba01_9,baskervilles01,9,3,you,O,PRP,you,False,False
184,ba01_9,baskervilles01,9,4,know,O,VB,know,False,False
185,ba01_9,baskervilles01,9,5,what,O,WP,what,False,False
186,ba01_9,baskervilles01,9,6,I,O,PRP,I,False,False
187,ba01_9,baskervilles01,9,7,was,O,VBD,wa,False,False
188,ba01_9,baskervilles01,9,8,doing,O,VBG,doing,False,False
189,ba01_9,baskervilles01,9,9,?,O,.,?,False,False
190,ba01_10,baskervilles01,10,0,I,O,PRP,I,False,False
191,ba01_10,baskervilles01,10,1,believe,O,VBP,believe,False,False
192,ba01_10,baskervilles01,10,2,you,O,PRP,you,False,False
193,ba01_10,baskervilles01,10,3,have,O,VBP,have,False,False
194,ba01_10,baskervilles01,10,4,eyes,O,NNS,eye,False,False
195,ba01_10,baskervilles01,10,5,in,O,IN,in,True,False
196,ba01_10,baskervilles01,10,6,the,O,DT,the,False,False
197,ba01_10,baskervilles01,10,7,back,O,NN,back,False,False
198,ba01_10,baskervilles01,10,8,of,O,IN,of,False,False
199,ba01_10,baskervilles01,10,9,your,O,PRP$,your,False,False
200,ba01_10,baskervilles01,10,10,head,O,NN,head,False,False
201,ba01_10,baskervilles01,10,11,.,O,.,.,False,False
202,ba01_10,baskervilles01,10,12,'',O,'','',False,False
203,ba01_11,baskervilles01,11,0,``,O,``,``,False,False
204,ba01_11,baskervilles01,11,1,I,O,PRP,I,False,False
205,ba01_11,baskervilles01,11,2,have,O,VBP,have,False,False
206,ba01_11,baskervilles01,11,3,",",O,",",",",False,False
207,ba01_11,baskervilles01,11,4,at,O,IN,at,False,False
208,ba01_11,baskervilles01,11,5,least,O,JJS,least,False,False
209,ba01_11,baskervilles01,11,6,",",O,",",",",False,False
210,ba01_11,baskervilles01,11,7,a,O,DT,a,False,False
211,ba01_11,baskervilles01,11,8,well-polished,O,JJ,well-polished,False,False
212,ba01_11,baskervilles01,11,9,",",O,",",",",False,False
213,ba01_11,baskervilles01,11,10,silver-plated,O,JJ,silver-plated,False,False
214,ba01_11,baskervilles01,11,11,coffee-pot,O,NN,coffee-pot,False,False
215,ba01_11,baskervilles01,11,12,in,O,IN,in,True,False
216,ba01_11,baskervilles01,11,13,front,O,NN,front,False,False
217,ba01_11,baskervilles01,11,14,of,O,IN,of,False,False
218,ba01_11,baskervilles01,11,15,me,O,PRP,me,False,False
219,ba01_11,baskervilles01,11,16,",",O,",",",",False,False
220,ba01_11,baskervilles01,11,17,'',O,'','',False,False
221,ba01_11,baskervilles01,11,18,said,O,VBD,said,False,False
222,ba01_11,baskervilles01,11,19,he,O,PRP,he,False,False
223,ba01_11,baskervilles01,11,20,.,O,.,.,False,False
224,ba01_12,baskervilles01,12,0,``,O,``,``,False,False
225,ba01_12,baskervilles01,12,1,But,O,CC,But,False,False
226,ba01_12,baskervilles01,12,2,",",O,",",",",False,False
227,ba01_12,baskervilles01,12,3,tell,O,VB,tell,False,False
228,ba01_12,baskervilles01,12,4,me,O,PRP,me,False,False
229,ba01_12,baskervilles01,12,5,",",O,",",",",False,False
230,ba01_12,baskervilles01,12,6,Watson,O,NNP,Watson,False,False
231,ba01_12,baskervilles01,12,7,",",O,",",",",False,False
232,ba01_12,baskervilles01,12,8,what,O,WP,what,False,False
233,ba01_12,baskervilles01,12,9,do,O,VBP,do,False,False
234,ba01_12,baskervilles01,12,10,you,O,PRP,you,False,False
235,ba01_12,baskervilles01,12,11,make,O,VB,make,False,False
236,ba01_12,baskervilles01,12,12,of,O,IN,of,False,False
237,ba01_12,baskervilles01,12,13,our,O,PRP$,our,False,False
238,ba01_12,baskervilles01,12,14,visitor,O,NN,visitor,False,False
239,ba01_12,baskervilles01,12,15,'s,O,POS,'s,False,False
240,ba01_12,baskervilles01,12,16,stick,O,NN,stick,False,False
241,ba01_12,baskervilles01,12,17,?,O,.,?,False,False
242,ba01_13,baskervilles01,13,0,Since,O,IN,Since,False,False
243,ba01_13,baskervilles01,13,1,we,O,PRP,we,False,False
244,ba01_13,baskervilles01,13,2,have,O,VBP,have,False,False
245,ba01_13,baskervilles01,13,3,been,O,VBN,been,False,False
246,ba01_13,baskervilles01,13,4,so,O,RB,so,False,False
247,ba01_13,baskervilles01,13,5,unfortunate,B-NEG,JJ,unfortunate,True,False
248,ba01_13,baskervilles01,13,6,as,O,IN,a,False,False
249,ba01_13,baskervilles01,13,7,to,O,TO,to,False,False
250,ba01_13,baskervilles01,13,8,miss,O,VB,miss,False,False
251,ba01_13,baskervilles01,13,9,him,O,PRP,him,False,False
252,ba01_13,baskervilles01,13,10,and,O,CC,and,False,False
253,ba01_13,baskervilles01,13,11,have,O,VBP,have,False,False
254,ba01_13,baskervilles01,13,12,no,B-NEG,DT,no,False,False
255,ba01_13,baskervilles01,13,13,notion,O,NN,notion,False,False
256,ba01_13,baskervilles01,13,14,of,O,IN,of,False,False
257,ba01_13,baskervilles01,13,15,his,O,PRP$,his,False,False
258,ba01_13,baskervilles01,13,16,errand,O,NN,errand,False,False
259,ba01_13,baskervilles01,13,17,",",O,",",",",False,False
260,ba01_13,baskervilles01,13,18,this,O,DT,this,False,False
261,ba01_13,baskervilles01,13,19,accidental,O,JJ,accidental,False,False
262,ba01_13,baskervilles01,13,20,souvenir,O,NN,souvenir,False,False
263,ba01_13,baskervilles01,13,21,becomes,O,NNS,becomes,False,False
264,ba01_13,baskervilles01,13,22,of,O,IN,of,False,False
265,ba01_13,baskervilles01,13,23,importance,O,NN,importance,True,False
266,ba01_13,baskervilles01,13,24,.,O,.,.,False,False
267,ba01_14,baskervilles01,14,0,Let,O,VB,Let,False,False
268,ba01_14,baskervilles01,14,1,me,O,PRP,me,False,False
269,ba01_14,baskervilles01,14,2,hear,O,VB,hear,False,False
270,ba01_14,baskervilles01,14,3,you,O,PRP,you,False,False
271,ba01_14,baskervilles01,14,4,reconstruct,O,VBP,reconstruct,False,False
272,ba01_14,baskervilles01,14,5,the,O,DT,the,False,False
273,ba01_14,baskervilles01,14,6,man,O,NN,man,False,False
274,ba01_14,baskervilles01,14,7,by,O,IN,by,False,False
275,ba01_14,baskervilles01,14,8,an,O,DT,an,False,False
276,ba01_14,baskervilles01,14,9,examination,O,NN,examination,False,False
277,ba01_14,baskervilles01,14,10,of,O,IN,of,False,False
278,ba01_14,baskervilles01,14,11,it,O,PRP,it,False,False
279,ba01_14,baskervilles01,14,12,.,O,.,.,False,False
280,ba01_14,baskervilles01,14,13,'',O,'','',False,False
281,ba01_15,baskervilles01,15,0,``,O,``,``,False,False
282,ba01_15,baskervilles01,15,1,I,O,PRP,I,False,False
283,ba01_15,baskervilles01,15,2,think,O,VBP,think,False,False
284,ba01_15,baskervilles01,15,3,",",O,",",",",False,False
285,ba01_15,baskervilles01,15,4,'',O,'','',False,False
286,ba01_15,baskervilles01,15,5,said,O,VBD,said,False,False
287,ba01_15,baskervilles01,15,6,I,O,PRP,I,False,False
288,ba01_15,baskervilles01,15,7,",",O,",",",",False,False
289,ba01_15,baskervilles01,15,8,following,O,VBG,following,False,False
290,ba01_15,baskervilles01,15,9,as,O,RB,a,False,False
291,ba01_15,baskervilles01,15,10,far,O,RB,far,False,False
292,ba01_15,baskervilles01,15,11,as,O,IN,a,False,False
293,ba01_15,baskervilles01,15,12,I,O,PRP,I,False,False
294,ba01_15,baskervilles01,15,13,could,O,MD,could,False,False
295,ba01_15,baskervilles01,15,14,the,O,DT,the,False,False
296,ba01_15,baskervilles01,15,15,methods,O,NNS,method,False,False
297,ba01_15,baskervilles01,15,16,of,O,IN,of,False,False
298,ba01_15,baskervilles01,15,17,my,O,PRP$,my,False,False
299,ba01_15,baskervilles01,15,18,companion,O,NN,companion,False,False
300,ba01_15,baskervilles01,15,19,",",O,",",",",False,False
301,ba01_15,baskervilles01,15,20,``,O,``,``,False,False
302,ba01_15,baskervilles01,15,21,that,O,DT,that,False,False
303,ba01_15,baskervilles01,15,22,Dr.,O,NNP,Dr.,False,False
304,ba01_15,baskervilles01,15,23,Mortimer,O,NNP,Mortimer,False,False
305,ba01_15,baskervilles01,15,24,is,O,VBZ,is,False,False
306,ba01_15,baskervilles01,15,25,a,O,DT,a,False,False
307,ba01_15,baskervilles01,15,26,successful,O,JJ,successful,False,False
308,ba01_15,baskervilles01,15,27,",",O,",",",",False,False
309,ba01_15,baskervilles01,15,28,elderly,O,JJ,elderly,False,False
310,ba01_15,baskervilles01,15,29,medical,O,JJ,medical,False,False
311,ba01_15,baskervilles01,15,30,man,O,NN,man,False,False
312,ba01_15,baskervilles01,15,31,",",O,",",",",False,False
313,ba01_15,baskervilles01,15,32,well-esteemed,O,JJ,well-esteemed,False,False
314,ba01_15,baskervilles01,15,33,since,O,IN,since,False,False
315,ba01_15,baskervilles01,15,34,those,O,DT,those,False,False
316,ba01_15,baskervilles01,15,35,who,O,WP,who,False,False
317,ba01_15,baskervilles01,15,36,know,O,VBP,know,False,False
318,ba01_15,baskervilles01,15,37,him,O,PRP,him,False,False
319,ba01_15,baskervilles01,15,38,give,O,VB,give,False,False
320,ba01_15,baskervilles01,15,39,him,O,PRP,him,False,False
321,ba01_15,baskervilles01,15,40,this,O,DT,this,False,False
322,ba01_15,baskervilles01,15,41,mark,O,NN,mark,False,False
323,ba01_15,baskervilles01,15,42,of,O,IN,of,False,False
324,ba01_15,baskervilles01,15,43,their,O,PRP$,their,False,False
325,ba01_15,baskervilles01,15,44,appreciation,O,NN,appreciation,False,False
326,ba01_15,baskervilles01,15,45,.,O,.,.,False,False
327,ba01_15,baskervilles01,15,46,'',O,'','',False,False
328,ba01_16,baskervilles01,16,0,``,O,``,``,False,False
329,ba01_16,baskervilles01,16,1,Good,O,JJ,Good,False,False
330,ba01_16,baskervilles01,16,2,!,O,.,!,False,False
331,ba01_16,baskervilles01,16,3,'',O,'','',False,False
332,ba01_16,baskervilles01,16,4,said,O,VBD,said,False,False
333,ba01_16,baskervilles01,16,5,Holmes,O,NNP,Holmes,False,False
334,ba01_16,baskervilles01,16,6,.,O,.,.,False,False
335,ba01_17,baskervilles01,17,0,``,O,``,``,False,False
336,ba01_17,baskervilles01,17,1,Excellent,O,JJ,Excellent,False,False
337,ba01_17,baskervilles01,17,2,!,O,.,!,False,False
338,ba01_17,baskervilles01,17,3,'',O,'','',False,False
339,ba01_18,baskervilles01,18,0,``,O,``,``,False,False
340,ba01_18,baskervilles01,18,1,I,O,PRP,I,False,False
341,ba01_18,baskervilles01,18,2,think,O,VBP,think,False,False
342,ba01_18,baskervilles01,18,3,also,O,RB,also,False,False
343,ba01_18,baskervilles01,18,4,that,O,IN,that,False,False
344,ba01_18,baskervilles01,18,5,the,O,DT,the,False,False
345,ba01_18,baskervilles01,18,6,probability,O,NN,probability,False,False
346,ba01_18,baskervilles01,18,7,is,O,VBZ,is,False,False
347,ba01_18,baskervilles01,18,8,in,O,IN,in,True,False
348,ba01_18,baskervilles01,18,9,favour,O,NN,favour,False,False
349,ba01_18,baskervilles01,18,10,of,O,IN,of,False,False
350,ba01_18,baskervilles01,18,11,his,O,PRP$,his,False,False
351,ba01_18,baskervilles01,18,12,being,O,VBG,being,False,False
352,ba01_18,baskervilles01,18,13,a,O,DT,a,False,False
353,ba01_18,baskervilles01,18,14,country,O,NN,country,False,False
354,ba01_18,baskervilles01,18,15,practitioner,O,NN,practitioner,False,False
355,ba01_18,baskervilles01,18,16,who,O,WP,who,False,False
356,ba01_18,baskervilles01,18,17,does,O,VBZ,doe,False,False
357,ba01_18,baskervilles01,18,18,a,O,DT,a,False,False
358,ba01_18,baskervilles01,18,19,great,O,JJ,great,False,False
359,ba01_18,baskervilles01,18,20,deal,O,NN,deal,False,False
360,ba01_18,baskervilles01,18,21,of,O,IN,of,False,False
361,ba01_18,baskervilles01,18,22,his,O,PRP$,his,False,False
362,ba01_18,baskervilles01,18,23,visiting,O,VBG,visiting,False,False
363,ba01_18,baskervilles01,18,24,on,O,IN,on,False,False
364,ba01_18,baskervilles01,18,25,foot,O,NN,foot,False,False
365,ba01_18,baskervilles01,18,26,.,O,.,.,False,False
366,ba01_18,baskervilles01,18,27,'',O,'','',False,False
367,ba01_19,baskervilles01,19,0,``,O,``,``,False,False
368,ba01_19,baskervilles01,19,1,Why,O,WRB,Why,False,False
369,ba01_19,baskervilles01,19,2,so,O,RB,so,False,False
370,ba01_19,baskervilles01,19,3,?,O,.,?,False,False
371,ba01_19,baskervilles01,19,4,'',O,'','',False,False
372,ba01_20,baskervilles01,20,0,``,O,``,``,False,False
373,ba01_20,baskervilles01,20,1,Because,O,IN,Because,False,False
374,ba01_20,baskervilles01,20,2,this,O,DT,this,False,False
375,ba01_20,baskervilles01,20,3,stick,O,NN,stick,False,False
376,ba01_20,baskervilles01,20,4,",",O,",",",",False,False
377,ba01_20,baskervilles01,20,5,though,O,RB,though,False,False
378,ba01_20,baskervilles01,20,6,originally,O,RB,originally,False,False
379,ba01_20,baskervilles01,20,7,a,O,DT,a,False,False
380,ba01_20,baskervilles01,20,8,very,O,RB,very,False,False
381,ba01_20,baskervilles01,20,9,handsome,O,JJ,handsome,False,False
382,ba01_20,baskervilles01,20,10,one,O,CD,one,False,False
383,ba01_20,baskervilles01,20,11,has,O,VBZ,ha,False,False
384,ba01_20,baskervilles01,20,12,been,O,VBN,been,False,False
385,ba01_20,baskervilles01,20,13,so,O,RB,so,False,False
386,ba01_20,baskervilles01,20,14,knocked,O,VBN,knocked,False,False
387,ba01_20,baskervilles01,20,15,about,O,IN,about,False,False
388,ba01_20,baskervilles01,20,16,that,O,DT,that,False,False
389,ba01_20,baskervilles01,20,17,I,O,PRP,I,False,False
390,ba01_20,baskervilles01,20,18,can,O,MD,can,False,False
391,ba01_20,baskervilles01,20,19,hardly,O,RB,hardly,False,False
392,ba01_20,baskervilles01,20,20,imagine,O,VB,imagine,True,False
393,ba01_20,baskervilles01,20,21,a,O,DT,a,False,False
394,ba01_20,baskervilles01,20,22,town,O,NN,town,False,False
395,ba01_20,baskervilles01,20,23,practitioner,O,NN,practitioner,False,False
396,ba01_20,baskervilles01,20,24,carrying,O,VBG,carrying,False,False
397,ba01_20,baskervilles01,20,25,it,O,PRP,it,False,False
398,ba01_20,baskervilles01,20,26,.,O,.,.,False,False
399,ba01_21,baskervilles01,21,0,The,O,DT,The,False,False
400,ba01_21,baskervilles01,21,1,thick-iron,O,JJ,thick-iron,False,False
401,ba01_21,baskervilles01,21,2,ferrule,O,NN,ferrule,False,False
402,ba01_21,baskervilles01,21,3,is,O,VBZ,is,False,False
403,ba01_21,baskervilles01,21,4,worn,O,VBN,worn,False,False
404,ba01_21,baskervilles01,21,5,down,O,RB,down,False,False
405,ba01_21,baskervilles01,21,6,",",O,",",",",False,False
406,ba01_21,baskervilles01,21,7,so,O,IN,so,False,False
407,ba01_21,baskervilles01,21,8,it,O,PRP,it,False,False
408,ba01_21,baskervilles01,21,9,is,O,VBZ,is,False,False
409,ba01_21,baskervilles01,21,10,evident,O,JJ,evident,False,False
410,ba01_21,baskervilles01,21,11,that,O,IN,that,False,False
411,ba01_21,baskervilles01,21,12,he,O,PRP,he,False,False
412,ba01_21,baskervilles01,21,13,has,O,VBZ,ha,False,False
413,ba01_21,baskervilles01,21,14,done,O,VBN,done,False,False
414,ba01_21,baskervilles01,21,15,a,O,DT,a,False,False
415,ba01_21,baskervilles01,21,16,great,O,JJ,great,False,False
